HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.title,Input.poem_1,Input.poem_2,Answer.accurate1-1.yes,Answer.accurate1-2.no,Answer.accurate2-1.yes,Answer.accurate2-2.no,Answer.creative1.creative1,Answer.creative2.creative2,Retain%,Answer.submitcode,Approve,Reject
37J05LC5B14S1BAQSZYYZE22XEXJDQ,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3EWIJTFFVTSSEVLXSO4ECB1GNKR0E5,AONSG5WOC3OX0,Approved,Sat May 14 11:20:31 PDT 2022,Sat May 14 11:27:16 PDT 2022,Tue May 17 11:27:16 PDT 2022,Sat May 14 11:40:41 PDT 2022,,,405,100% (75/75),100% (32/32),100% (32/32),Friends & Comfort,"I'll be there for you, I am your friend.<br />I'll listen to you vent, I will not judge.<br />I’ll hold your hand, I will not leave.<br />I’ll be there for you, I swear.","A warm cup of coffee on a winter day<br />Staying in bed, wasting the day away<br />A friend calls you up and wants to come over<br />Movies and games while the storm passes over",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,100,Captures the essence of friendship,,
3ZLW647WBPGUDNALSPMUNOU94QM23O,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3NGMS9VZTQ3BHD0JQH75X09K5NKFFV,A1VMPZVVVZUCS4,Approved,Sat May 14 10:19:33 PDT 2022,Sat May 14 10:33:30 PDT 2022,Tue May 17 10:33:30 PDT 2022,Sat May 14 10:34:22 PDT 2022,,,837,100% (57/57),100% (10/10),100% (10/10),Glass ceiling,"My dreams shatter like a glass ceiling<br />As you walk away, dragging a broken shard<br />I watch you leave, you no longer have meaning<br />As I lay there in the dark, my heart turns hard","Bashing my head against the ceiling,<br />again and again, till it shatters.<br />if I can't make it, I'll help the next person,<br />by all that's holy, I hope this matters.",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,65,"The phrase ""glass ceiling"" has a specific meaning and this is the only poem that make reference to that. #1 uses it literally.",,
3ZLW647WBPGUDNALSPMUNOU94QM23O,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,34S9DKFK78AT5WUVTVI6UQP9DPXNY8,A3PXU2ZLEL8WRW,Approved,Sat May 14 10:29:20 PDT 2022,Sat May 14 10:47:30 PDT 2022,Tue May 17 10:47:30 PDT 2022,Sat May 14 11:00:19 PDT 2022,,,1090,100% (3/3),100% (3/3),100% (3/3),Glass ceiling,"My dreams shatter like a glass ceiling<br />As you walk away, dragging a broken shard<br />I watch you leave, you no longer have meaning<br />As I lay there in the dark, my heart turns hard","Bashing my head against the ceiling,<br />again and again, till it shatters.<br />if I can't make it, I'll help the next person,<br />by all that's holy, I hope this matters.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,65,the vocabulary is great,,
3ZLW647WBPGUDNALSPMUNOU94QM23O,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3E7TUJ2EGH75IJVAWPCNZ4KOQCK9DX,AD1ILDUXZHASF,Approved,Sat May 14 11:22:37 PDT 2022,Sat May 14 11:23:10 PDT 2022,Tue May 17 11:23:10 PDT 2022,Sat May 14 11:40:47 PDT 2022,,,33,100% (35/35),100% (9/9),100% (9/9),Glass ceiling,"My dreams shatter like a glass ceiling<br />As you walk away, dragging a broken shard<br />I watch you leave, you no longer have meaning<br />As I lay there in the dark, my heart turns hard","Bashing my head against the ceiling,<br />again and again, till it shatters.<br />if I can't make it, I'll help the next person,<br />by all that's holy, I hope this matters.",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,65,It matches the title more and it sounds more interesting.,,
3T8DUCXY1RRACOTESD70FO6L4V99T4,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,373ERPL3YTTI38NTCWCOVT24ZK3TRC,A3UV55HC87DO9C,Approved,Sat May 14 10:47:09 PDT 2022,Sat May 14 11:15:46 PDT 2022,Tue May 17 11:15:46 PDT 2022,Sat May 14 11:40:45 PDT 2022,,,1717,100% (4/4),100% (1/1),100% (1/1),Glory in vain,"Time was when a man would die for glory.<br />But now, all that's left is ash.<br />Death comes like a cold wind, thudding of a door closing after а party.<br />Only leaving the old woman with a feeling of sadness.",Is this glory in vain?<br />Did we really have to suffer through all this pain?<br />What did we gain<br />If this glory was in vain,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,65,"The first poem is a better descriptive poem, but not as good in the literal sense.",,
3T8DUCXY1RRACOTESD70FO6L4V99T4,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3ZSY5X72N2W2QGILGFQP1JWH0CMROO,AKQAI78JTXXC9,Approved,Sat May 14 10:19:55 PDT 2022,Sat May 14 10:25:22 PDT 2022,Tue May 17 10:25:22 PDT 2022,Sat May 14 10:34:21 PDT 2022,,,327,100% (193/193),100% (10/10),100% (9/9),Glory in vain,"Time was when a man would die for glory.<br />But now, all that's left is ash.<br />Death comes like a cold wind, thudding of a door closing after а party.<br />Only leaving the old woman with a feeling of sadness.",Is this glory in vain?<br />Did we really have to suffer through all this pain?<br />What did we gain<br />If this glory was in vain,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,65,more direct relationship to glory in 2,,
3T8DUCXY1RRACOTESD70FO6L4V99T4,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3MTMREQS403IW8565QVDNNKT3AXWAX,AONSG5WOC3OX0,Approved,Sat May 14 10:19:26 PDT 2022,Sat May 14 10:26:04 PDT 2022,Tue May 17 10:26:04 PDT 2022,Sat May 14 10:34:21 PDT 2022,,,398,100% (75/75),100% (32/32),100% (32/32),Glory in vain,"Time was when a man would die for glory.<br />But now, all that's left is ash.<br />Death comes like a cold wind, thudding of a door closing after а party.<br />Only leaving the old woman with a feeling of sadness.",Is this glory in vain?<br />Did we really have to suffer through all this pain?<br />What did we gain<br />If this glory was in vain,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,65,It's makes you think.,,
32W3UF2E0S6ST1LRPWGJ96V1UHVC4S,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3KB8R4ZV1JSRIWKYWZRRWVIBR4ZGBK,A18T7E73TNGOKP,Approved,Sat May 14 11:01:02 PDT 2022,Sat May 14 11:49:56 PDT 2022,Tue May 17 11:49:56 PDT 2022,Sat May 14 11:56:12 PDT 2022,,,2934,100% (26/26),100% (8/8),100% (8/8),How Far We've Come,The sky has become for us a bed.<br />For we lay asleep and pray to the stars.<br />Dreaming is a way to forget the pain.<br />Is but a relief from the heaviness in my head.<br />Tomorrow we wake to escape from today.<br />Remember where we once were at the start. <br />And how much we've changed.,"Wagon travels through rain and shine,<br />Sagen counts his fingers day and night;<br />""when will we arrive, Papa?""<br />""Just appreciate how far we've come, son.""",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,57,I don't feel like Poem 1 feels like the title,,
32W3UF2E0S6ST1LRPWGJ96V1UHVC4S,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3EJJQNKU9WQSYZWYC2VZHAZGOQ8RH0,AKQAI78JTXXC9,Approved,Sat May 14 10:19:32 PDT 2022,Sat May 14 10:21:29 PDT 2022,Tue May 17 10:21:29 PDT 2022,Sat May 14 10:34:17 PDT 2022,,,117,100% (193/193),100% (10/10),100% (9/9),How Far We've Come,The sky has become for us a bed.<br />For we lay asleep and pray to the stars.<br />Dreaming is a way to forget the pain.<br />Is but a relief from the heaviness in my head.<br />Tomorrow we wake to escape from today.<br />Remember where we once were at the start. <br />And how much we've changed.,"Wagon travels through rain and shine,<br />Sagen counts his fingers day and night;<br />""when will we arrive, Papa?""<br />""Just appreciate how far we've come, son.""",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,57,I think the story of relationship journey in 1 matches better than physical journey in 2,,
32W3UF2E0S6ST1LRPWGJ96V1UHVC4S,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3EA3QWIZ4NG5A9KAM9IFH11DCOKTI8,AONSG5WOC3OX0,Approved,Sat May 14 10:19:23 PDT 2022,Sat May 14 10:21:32 PDT 2022,Tue May 17 10:21:32 PDT 2022,Sat May 14 10:34:17 PDT 2022,,,129,100% (75/75),100% (32/32),100% (32/32),How Far We've Come,The sky has become for us a bed.<br />For we lay asleep and pray to the stars.<br />Dreaming is a way to forget the pain.<br />Is but a relief from the heaviness in my head.<br />Tomorrow we wake to escape from today.<br />Remember where we once were at the start. <br />And how much we've changed.,"Wagon travels through rain and shine,<br />Sagen counts his fingers day and night;<br />""when will we arrive, Papa?""<br />""Just appreciate how far we've come, son.""",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,57,It has more artistic approach,,
3DTJ4WT8CH0NTWTU6GC4TQ8DGOAZEJ,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3QJOXOW4XOCPH9S4HTRCA88TQN1MEB,A18T7E73TNGOKP,Approved,Sat May 14 12:33:48 PDT 2022,Sat May 14 12:54:26 PDT 2022,Tue May 17 12:54:26 PDT 2022,Sat May 14 14:45:23 PDT 2022,,,1238,100% (26/26),100% (8/8),100% (8/8),Hunger,"The storm is a savage beast.<br />It's teeth are bared and its mouth swells wide.<br />From its ferocity I must hide,<br />In some safe haven, where it cannot feast.",I remember when I was younger<br />I felt like I was dying from hunger<br />When I got older<br />there was so much to shoulder,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,65,Don't understand the metaphor of storm and hunger,,
3DTJ4WT8CH0NTWTU6GC4TQ8DGOAZEJ,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3Z4XG4ZF4DCJ2KHHIX7LTFS5MO7X8R,A9HQ3E0F2AGVO,Approved,Sat May 14 10:43:53 PDT 2022,Sat May 14 10:49:13 PDT 2022,Tue May 17 10:49:13 PDT 2022,Sat May 14 11:00:17 PDT 2022,,,320,100% (30/30),100% (7/7),100% (7/7),Hunger,"The storm is a savage beast.<br />It's teeth are bared and its mouth swells wide.<br />From its ferocity I must hide,<br />In some safe haven, where it cannot feast.",I remember when I was younger<br />I felt like I was dying from hunger<br />When I got older<br />there was so much to shoulder,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,65,More of an illustrative meaning rather than a literal one.,,
3DTJ4WT8CH0NTWTU6GC4TQ8DGOAZEJ,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3ZDAD0O1T6Y20495LVIGKBOS016TXQ,AONSG5WOC3OX0,Approved,Sat May 14 12:20:55 PDT 2022,Sat May 14 12:24:24 PDT 2022,Tue May 17 12:24:24 PDT 2022,Sat May 14 12:34:03 PDT 2022,,,209,100% (75/75),100% (32/32),100% (32/32),Hunger,"The storm is a savage beast.<br />It's teeth are bared and its mouth swells wide.<br />From its ferocity I must hide,<br />In some safe haven, where it cannot feast.",I remember when I was younger<br />I felt like I was dying from hunger<br />When I got older<br />there was so much to shoulder,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,65,Beautiful imagery and symbolism,,
3OJX0UFJ13SPC183SIXAKKSNN9G9UV,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3ATTHHXXWF9CRQTURJJC64MJPKIIXQ,A1NQOR4RQJJDMW,Approved,Sat May 14 11:20:31 PDT 2022,Sat May 14 11:52:15 PDT 2022,Tue May 17 11:52:15 PDT 2022,Sat May 14 11:56:12 PDT 2022,,,1904,100% (1/1),100% (1/1),100% (1/1),I don't think I'll ever be seen,"I enjoy the bliss of the solitary.<br />I know I will never be a part of that herd.<br />Different; no marching in line with the military<br />Just a sluggish shuffle of mediocrity, unheard.",Perhaps I should have been a spy<br />I never seem to catch anyone's eye<br />Everyday I'm unnoticed by the crowd<br />They wouldn't even look at me if I were loud,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,61,"I feel like the second one is blown really out of proportion and becomes unrealistic, if someone were to yell or what have you the people would look 100% and probably call the police on you. Just look at these new ""messing with the AI at school"" type videos on tiktok.",,
3OJX0UFJ13SPC183SIXAKKSNN9G9UV,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3HMVI3QICODQRPN6O8K8XJC6AO1Y1K,A3G5OWGKHW6OL5,Approved,Sat May 14 12:40:38 PDT 2022,Sat May 14 12:52:02 PDT 2022,Tue May 17 12:52:02 PDT 2022,Sat May 14 14:45:23 PDT 2022,,,684,100% (43/43),100% (20/20),100% (20/20),I don't think I'll ever be seen,"I enjoy the bliss of the solitary.<br />I know I will never be a part of that herd.<br />Different; no marching in line with the military<br />Just a sluggish shuffle of mediocrity, unheard.",Perhaps I should have been a spy<br />I never seem to catch anyone's eye<br />Everyday I'm unnoticed by the crowd<br />They wouldn't even look at me if I were loud,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,61,More in line to the title of the poem.,,
3OJX0UFJ13SPC183SIXAKKSNN9G9UV,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,31Z0PCVWUP08LP3E3IEIQCB4Y8K7T2,AD1ILDUXZHASF,Approved,Sat May 14 11:24:01 PDT 2022,Sat May 14 11:24:43 PDT 2022,Tue May 17 11:24:43 PDT 2022,Sat May 14 11:40:44 PDT 2022,,,42,100% (35/35),100% (9/9),100% (9/9),I don't think I'll ever be seen,"I enjoy the bliss of the solitary.<br />I know I will never be a part of that herd.<br />Different; no marching in line with the military<br />Just a sluggish shuffle of mediocrity, unheard.",Perhaps I should have been a spy<br />I never seem to catch anyone's eye<br />Everyday I'm unnoticed by the crowd<br />They wouldn't even look at me if I were loud,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,61,It seems more based on the title. Matches more.,,
3NBFJK3IPL39E6BEA2RBDVML90NGOG,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3OLQQLKKNXAZG1MJEWEKUGGCMUPJEP,A3774HPOUKYTX7,Approved,Sat May 14 15:54:18 PDT 2022,Sat May 14 15:57:40 PDT 2022,Tue May 17 15:57:40 PDT 2022,Sat May 14 16:15:50 PDT 2022,,,202,100% (15/15),100% (2/2),100% (1/1),Inside the void,"Air rises bitter from the night.<br />I feel the cold within in my chest.<br />The sun will not concede her light.<br />Forever in darkness, my eyes oppressed.","Trapped in the hallow, with no sense of time;<br />Kept in the darkness, with memories fading away;<br />Wept the man, ""where am I?""<br />Clapped by the spirit, ""welcome to void.""",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,81.2,I like that this is more immersive and sets up a lot of deep thinking and leaves a lot out. It's simply the most interesting one.,,
3NBFJK3IPL39E6BEA2RBDVML90NGOG,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3MD9PLUKKNZTAM40PHKP8XYBJJIZNS,A3G5OWGKHW6OL5,Approved,Sat May 14 12:21:05 PDT 2022,Sat May 14 12:44:10 PDT 2022,Tue May 17 12:44:10 PDT 2022,Sat May 14 12:48:37 PDT 2022,,,1385,100% (43/43),100% (20/20),100% (20/20),Inside the void,"Air rises bitter from the night.<br />I feel the cold within in my chest.<br />The sun will not concede her light.<br />Forever in darkness, my eyes oppressed.","Trapped in the hallow, with no sense of time;<br />Kept in the darkness, with memories fading away;<br />Wept the man, ""where am I?""<br />Clapped by the spirit, ""welcome to void.""",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,81.2,Descriptive and more coherent to the title.,,
3NBFJK3IPL39E6BEA2RBDVML90NGOG,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3VZLGYJEYQVYMGI4RN7Y6ZP9LXKXZ2,AONSG5WOC3OX0,Approved,Sat May 14 11:20:20 PDT 2022,Sat May 14 11:25:54 PDT 2022,Tue May 17 11:25:54 PDT 2022,Sat May 14 11:40:44 PDT 2022,,,334,100% (75/75),100% (32/32),100% (32/32),Inside the void,"Air rises bitter from the night.<br />I feel the cold within in my chest.<br />The sun will not concede her light.<br />Forever in darkness, my eyes oppressed.","Trapped in the hallow, with no sense of time;<br />Kept in the darkness, with memories fading away;<br />Wept the man, ""where am I?""<br />Clapped by the spirit, ""welcome to void.""",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,81.2,It's more descriptive.,,
3FHTJGYT9RLRZ6NFP24Q2VRBJ5JGPX,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3WMOAN2SRGIC12ZQOKVMNRLFV84VNG,A173A97OFDAX9F,Approved,Sat May 14 11:20:31 PDT 2022,Sat May 14 11:33:21 PDT 2022,Tue May 17 11:33:21 PDT 2022,Sat May 14 11:40:43 PDT 2022,,,770,100% (25/25),100% (23/23),100% (18/18),Just enough,"Growing up poor you have to be tough.<br />What some would call nothing, you call enough.<br />You don't think twice when you drop food on the floor.<br />You wipe the dirt and count to four, because you don't have any more.","You are just enough<br />There is no need to bluff<br />or act tough<br />No, you are just enough",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,25,poem 2 is strange and hardly interprets the title,,
3FHTJGYT9RLRZ6NFP24Q2VRBJ5JGPX,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3JPSL1DZ5XKS9EWSDP4QR472AYTNAX,A1VMPZVVVZUCS4,Approved,Sat May 14 11:19:45 PDT 2022,Sat May 14 11:21:25 PDT 2022,Tue May 17 11:21:25 PDT 2022,Sat May 14 11:40:43 PDT 2022,,,100,100% (57/57),100% (10/10),100% (10/10),Just enough,"Growing up poor you have to be tough.<br />What some would call nothing, you call enough.<br />You don't think twice when you drop food on the floor.<br />You wipe the dirt and count to four, because you don't have any more.","You are just enough<br />There is no need to bluff<br />or act tough<br />No, you are just enough",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,25,"Poem #1 is about not having enough but not ""just"" enough - Poem #2 fits the title better because it explicitly states the title's concept",,
3FHTJGYT9RLRZ6NFP24Q2VRBJ5JGPX,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3TK8OJTYM66C4NB34Z8ERGQAVNDPVE,AONSG5WOC3OX0,Approved,Sat May 14 12:20:33 PDT 2022,Sat May 14 12:23:57 PDT 2022,Tue May 17 12:23:57 PDT 2022,Sat May 14 12:34:04 PDT 2022,,,204,100% (75/75),100% (32/32),100% (32/32),Just enough,"Growing up poor you have to be tough.<br />What some would call nothing, you call enough.<br />You don't think twice when you drop food on the floor.<br />You wipe the dirt and count to four, because you don't have any more.","You are just enough<br />There is no need to bluff<br />or act tough<br />No, you are just enough",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,25,Very relatable and descriptive,,
3UOMW19E7HRAPKPR31ZTEY1FUDQC5X,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,32KTQ2V7RI08MD1N9IBQIU7IZQC9MF,A3G5OWGKHW6OL5,Approved,Sat May 14 11:36:06 PDT 2022,Sat May 14 12:05:05 PDT 2022,Tue May 17 12:05:05 PDT 2022,Sat May 14 12:34:05 PDT 2022,,,1739,100% (43/43),100% (20/20),100% (20/20),Lady Luck,"Luck is like a lady,<br />She comes around once in a while<br />But she never sticks around<br />For very long at all.",The cards were dealt by lady luck<br />Others checked their cards and felt stuck<br />I guess lady luck lied<br />She wasn't on their side,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,90,It makes more sense.,,
3UOMW19E7HRAPKPR31ZTEY1FUDQC5X,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3Z7ISHFUH5G87FHWJFV6Q08GUO1Z8M,AD1ILDUXZHASF,Approved,Sat May 14 10:48:52 PDT 2022,Sat May 14 10:51:50 PDT 2022,Tue May 17 10:51:50 PDT 2022,Sat May 14 11:00:18 PDT 2022,,,178,100% (35/35),100% (9/9),100% (9/9),Lady Luck,"Luck is like a lady,<br />She comes around once in a while<br />But she never sticks around<br />For very long at all.",The cards were dealt by lady luck<br />Others checked their cards and felt stuck<br />I guess lady luck lied<br />She wasn't on their side,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,90,I like that it actually rhymes and is more well written. More fun too!,,
3UOMW19E7HRAPKPR31ZTEY1FUDQC5X,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3UXUOQ9OKJI36T45XIN1V7LCAJZA7K,AONSG5WOC3OX0,Approved,Sat May 14 11:24:02 PDT 2022,Sat May 14 11:28:36 PDT 2022,Tue May 17 11:28:36 PDT 2022,Sat May 14 11:40:46 PDT 2022,,,274,100% (75/75),100% (32/32),100% (32/32),Lady Luck,"Luck is like a lady,<br />She comes around once in a while<br />But she never sticks around<br />For very long at all.",The cards were dealt by lady luck<br />Others checked their cards and felt stuck<br />I guess lady luck lied<br />She wasn't on their side,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,90,It's fun and has an element of surprise,,
